X,Y,id,name,year,year 2,notes,books,1414Revolt,1431Revolt,years_all,year_oldest
-1.73198190133535,53.0176903337191,1,Ashbourn,1488,,,,,,,
-1.47701522321789,52.9226464887934,2,Derby,,,,,1,,,
-0.03788331763363,52.7974915208632,3,Whaplode,1501,,,,,,,
0.415805459478085,52.7558070556852,4,King's Lynn,1428,,,,,,,
-0.537199913714022,53.2343914269004,5,Lincoln,1420,1431,,1,,,,
-2.29918939434577,53.591070315908,6,Bury,1428,,,1,,,,
-1.52212006850852,52.9012248788616,7,Littleover,,,,,1,,,
-1.68464590882462,52.8548723549785,8,Tutbury,,,,,1,,,
-1.43382063677386,52.9281802181325,9,Chaddesden,,,,,1,,,
-1.38502432845121,52.8614127386237,10,Aston,,,,,1,,,
-1.39333092753239,52.8836222598531,11,Thulston,,,,,1,,,
-4.91599233187448,51.6747087467483,12,Pembroke,1486,1488,,,,,,
-3.11063381955641,51.0103736013927,13,Taunton,1441,,,1,,,,
-2.88418685654972,50.9337856238575,14,White Lackington,,,,,1,,,
-2.97640995146813,52.1579798772515,15,Almeley,1433,,,1,,,,
-3.005429182934,52.136422409875,16,Eardisley,1505,,,1,,,,
-2.60153852146609,51.8760374613389,17,Walford,1472,1474,,,,,,
-2.48932855845132,51.864924195674,18,Micheldean,1511,,"Alt. spelling ""Mitcheldean"".",,,,,
-2.41398160949896,51.8249369931517,19,Westbury,,,,,,1,,
-2.53554145775933,51.7267376829217,20,Lydney,1470,,,,,,,
-2.55496132250544,51.715085764074,21,Aylburton,1470,1472,,,,,,
-2.59871130101082,51.6912772933969,22,Woolaston,1472,1511,,,,,,
-2.30443656223041,51.9590332854861,23,Staunton,1464,,,,,,,
-2.22263498888966,52.1916265648094,24,Worcester,1422,1448,,,1,,,
-2.21038771652423,51.9153882026004,25,Norton,,,,,,,,
-2.24751226088194,51.8641027495703,26,Gloucester,1448,,,1,,,,
-2.77008239359077,51.4807461144319,27,Portishead,1457,,,,,,,
-2.59470825735805,51.450473805562,28,Bristol,1420,,,1,1,,,
-2.36370542243218,51.3876611744211,29,Bath,1418,,,1,,,,
-2.25174777590831,51.3465024012264,30,Bradford,1518,,,,,,,
-2.32872698575518,51.3220801494227,31,Hinton Charterhouse,1476,,,,,,,
-2.3276383393227,51.3012938066024,32,Norton S. Philip,1460,,,,,,,
-2.64406306398068,51.2107603816679,33,Wells,1476,,,1,,,,
-2.27910001752444,51.3453216167495,34,Turleigh,1518,,,,,,,
-2.13590899145198,51.312662223775,35,Steeple,,,,,,,,
-2.17764043803048,51.3013278268035,36,Ashton,1488,,,,,,,
-2.28706641459547,51.266196299222,37,Beckington,1476,,,,,,,
-2.17481676134623,51.3712053196885,38,Broughton Gifford,1518,,,,,,,
-0.503772837653175,52.9753882083199,39,Wilsford,1416,,Not the same as the other one.,1,,,,
